Order_ID,Order_Date,Region,Sales_Channel,Customer_Segment,Category,Product,Quantity,Unit_Price,Discount_%,Revenue,Cost,Profit,Profit_Margin_%,Payment_Method,Salesperson
ORD-09728,2023-09-17,South,Wholesale,Small Business,Furniture,Filing Cabinet,11,741.38,0.3,8130.76,6502.09,1628.67,20.03,Cash,Salesperson 07
ORD-00130,2023-09-17,South,Online,Corporate,Clothing,Shirt,6,232.24,7.8,1284.74,885.32,399.42,31.09,Mobile Money,Salesperson 12
ORD-02904,2023-09-17,North,Wholesale,Consumer,Clothing,Trousers,8,204.62,0.5,1628.74,1308.23,320.51,19.68,Bank Transfer,Salesperson 05
ORD-02193,2023-09-17,North,Online,Corporate,Clothing,Trousers,14,156.72,15.1,1862.82,1497.98,364.83,19.59,Bank Transfer,Salesperson 16
ORD-02122,2023-09-17,North,Corporate,Small Business,Clothing,Trousers,3,145.01,24.5,328.44,224.9,103.54,31.53,Mobile Money,Salesperson 02
ORD-09854,2023-09-17,East,Corporate,Corporate,Furniture,Sofa,4,605.59,12.7,2114.72,1270.26,844.46,39.93,Bank Transfer,Salesperson 17
ORD-02901,2023-09-17,North,Online,Consumer,Electronics,Laptop,3,912.32,15.9,2301.78,1704.5,597.29,25.95,Card,Salesperson 16
ORD-07734,2023-09-18,North,Online,Consumer,Office Supplies,Notebook,12,85.13,23.3,783.53,611.24,172.29,21.99,Cash,Salesperson 05
ORD-06456,2023-09-18,North,Retail Store,Corporate,Office Supplies,Notebook,7,15.28,12.1,94.03,72.15,21.88,23.27,Card,Salesperson 14
ORD-06551,2023-09-18,West,Online,Corporate,Furniture,Bookshelf,11,766.87,4.2,8081.3,6198.61,1882.69,23.3,Card,Salesperson 10
ORD-02145,2023-09-18,East,Wholesale,Corporate,Clothing,Jacket,1,333.45,16.1,279.76,188.02,91.75,32.79,Card,Salesperson 06
ORD-09479,2023-09-18,South,Wholesale,Small Business,Electronics,Tablet,15,544.62,20.5,6494.56,5035.22,1459.34,22.47,Mobile Money,Salesperson 11
ORD-05144,2023-09-18,West,Wholesale,Small Business,Furniture,Desk,8,720.41,16.5,4812.34,3102.2,1710.15,35.54,Cash,Salesperson 12
ORD-01104,2023-09-18,East,Online,Small Business,Office Supplies,Stapler,4,41.67,12.7,145.51,85.51,60.0,41.23,Bank Transfer,Salesperson 12
ORD-08563,2023-09-18,East,Wholesale,Small Business,Electronics,Smartphone,9,940.22,2.4,8258.88,5997.84,2261.04,27.38,Cash,Salesperson 06
ORD-07445,2023-09-18,West,Retail Store,Government,Office Supplies,Pen Set,8,14.0,11.7,98.87,74.24,24.64,24.92,Bank Transfer,Salesperson 05
ORD-09246,2023-09-19,West,Corporate,Consumer,Electronics,Smartphone,5,1478.24,22.9,5698.63,3151.74,2546.89,44.69,Cash,Salesperson 02
ORD-06144,2023-09-19,North,Retail Store,Consumer,Furniture,Sofa,7,744.57,21.1,4112.26,3020.66,1091.59,26.54,Mobile Money,Salesperson 07
ORD-07624,2023-09-19,North,Corporate,Government,Office Supplies,Notebook,15,133.44,4.7,1907.54,1300.67,606.87,31.81,Mobile Money,Salesperson 13
ORD-04322,2023-09-19,West,Wholesale,Corporate,Clothing,Jacket,13,111.0,4.2,1382.38,830.96,551.42,39.89,Cash,Salesperson 12
ORD-01766,2023-09-19,East,Retail Store,Government,Office Supplies,Marker,4,139.67,15.1,474.33,378.49,95.83,20.2,Card,Salesperson 07
ORD-01851,2023-09-19,South,Corporate,Government,Furniture,Desk,5,770.2,4.1,3693.09,2870.4,822.69,22.28,Bank Transfer,Salesperson 20
ORD-08700,2023-09-20,West,Online,Corporate,Clothing,Sneakers,11,330.93,23.2,2795.69,1745.34,1050.35,37.57,Cash,Salesperson 17
ORD-05025,2023-09-20,West,Online,Small Business,Home Appliances,Blender,4,406.44,19.8,1303.84,831.89,471.96,36.2,Cash,Salesperson 16
ORD-08297,2023-09-20,West,Wholesale,Small Business,Electronics,Laptop,4,376.86,7.8,1389.87,963.13,426.74,30.7,Cash,Salesperson 11
ORD-01747,2023-09-20,West,Corporate,Corporate,Furniture,Sofa,7,605.17,21.0,3346.61,2336.33,1010.29,30.19,Mobile Money,Salesperson 15
ORD-02695,2023-09-20,East,Wholesale,Corporate,Furniture,Filing Cabinet,3,604.93,17.7,1493.57,1176.19,317.37,21.25,Card,Salesperson 17
ORD-03950,2023-09-20,South,Retail Store,Small Business,Furniture,Bookshelf,4,189.25,7.9,697.2,432.17,265.03,38.01,Cash,Salesperson 16
ORD-03831,2023-09-20,North,Corporate,Corporate,Electronics,Monitor,2,646.48,13.2,1122.29,879.66,242.64,21.62,Bank Transfer,Salesperson 08
ORD-01241,2023-09-20,West,Wholesale,Corporate,Electronics,Tablet,14,1744.34,19.0,19780.83,13302.91,6477.92,32.75,Mobile Money,Salesperson 05
ORD-07431,2023-09-21,South,Retail Store,Small Business,Furniture,Filing Cabinet,14,167.75,20.3,1871.74,1078.92,792.82,42.36,Mobile Money,Salesperson 05
ORD-01586,2023-09-21,West,Wholesale,Small Business,Home Appliances,Microwave,5,561.0,21.6,2199.11,1595.94,603.17,27.43,Card,Salesperson 03
ORD-04618,2023-09-21,East,Retail Store,Government,Electronics,Laptop,4,449.58,3.6,1733.6,1136.14,597.46,34.46,Card,Salesperson 02
ORD-01877,2023-09-21,South,Corporate,Government,Electronics,Laptop,10,1014.49,17.9,8328.93,6139.18,2189.75,26.29,Card,Salesperson 11
ORD-01881,2023-09-21,North,Retail Store,Small Business,Office Supplies,Stapler,13,93.69,15.5,1029.21,841.06,188.15,18.28,Card,Salesperson 13
ORD-02418,2023-09-21,North,Wholesale,Small Business,Home Appliances,Fan,4,1076.37,5.2,4081.59,2715.58,1366.0,33.47,Cash,Salesperson 02
ORD-08058,2023-09-21,South,Online,Consumer,Clothing,Dress,13,24.73,7.3,298.03,169.29,128.74,43.2,Card,Salesperson 10
ORD-02641,2023-09-21,East,Online,Corporate,Office Supplies,Notebook,6,38.82,4.7,221.97,159.0,62.97,28.37,Bank Transfer,Salesperson 03
ORD-04072,2023-09-21,East,Online,Consumer,Clothing,Jacket,12,122.43,10.5,1314.91,1050.52,264.39,20.11,Card,Salesperson 19
ORD-08663,2023-09-21,South,Online,Small Business,Furniture,Filing Cabinet,12,66.54,9.3,724.21,501.66,222.54,30.73,Card,Salesperson 03
ORD-02692,2023-09-21,West,Retail Store,Corporate,Electronics,Laptop,2,80.35,2.6,156.51,97.63,58.88,37.62,Bank Transfer,Salesperson 10
ORD-08124,2023-09-21,North,Retail Store,Corporate,Furniture,Desk,11,773.52,23.8,6483.64,5294.89,1188.75,18.33,Card,Salesperson 12
ORD-02210,2023-09-21,South,Retail Store,Small Business,Clothing,Trousers,6,107.86,5.6,610.94,355.05,255.89,41.88,Bank Transfer,Salesperson 08
ORD-04889,2023-09-21,South,Corporate,Government,Clothing,Jacket,14,262.2,15.6,3098.16,2004.65,1093.51,35.3,Card,Salesperson 01
ORD-09428,2023-09-21,North,Retail Store,Corporate,Home Appliances,Refrigerator,3,305.35,8.9,834.53,590.75,243.78,29.21,Cash,Salesperson 18
ORD-08660,2023-09-22,East,Wholesale,Government,Home Appliances,Air Conditioner,2,1030.09,8.9,1876.83,1383.93,492.9,26.26,Card,Salesperson 20
ORD-01397,2023-09-22,East,Retail Store,Consumer,Furniture,Bookshelf,7,212.46,1.2,1469.35,1069.68,399.67,27.2,Bank Transfer,Salesperson 09
ORD-06938,2023-09-22,East,Wholesale,Small Business,Electronics,Laptop,10,1019.3,6.3,9550.88,6635.46,2915.42,30.53,Mobile Money,Salesperson 04
ORD-03137,2023-09-22,South,Corporate,Government,Clothing,Dress,6,104.98,7.3,583.9,470.67,113.23,19.39,Card,Salesperson 17
ORD-02473,2023-09-22,South,Retail Store,Small Business,Home Appliances,Microwave,6,990.27,5.3,5626.72,3535.29,2091.42,37.17,Cash,Salesperson 01
ORD-05807,2023-09-22,East,Online,Small Business,Office Supplies,Marker,15,38.77,11.4,515.2,317.7,197.5,38.33,Bank Transfer,Salesperson 05
ORD-04076,2023-09-22,West,Retail Store,Corporate,Furniture,Filing Cabinet,3,623.81,19.9,1499.02,1152.58,346.44,23.11,Cash,Salesperson 07
ORD-01314,2023-09-22,East,Wholesale,Corporate,Electronics,Headphones,3,1294.45,15.5,3281.43,2430.25,851.18,25.94,Card,Salesperson 16
ORD-02611,2023-09-22,West,Corporate,Consumer,Clothing,Jacket,8,162.35,3.1,1258.55,890.56,367.99,29.24,Mobile Money,Salesperson 19
ORD-04389,2023-09-23,South,Wholesale,Consumer,Office Supplies,Stapler,6,76.79,1.6,453.39,329.39,124.01,27.35,Cash,Salesperson 10
ORD-02268,2023-09-23,South,Wholesale,Small Business,Electronics,Laptop,1,1076.22,5.0,1022.41,751.83,270.58,26.46,Bank Transfer,Salesperson 09
ORD-03019,2023-09-23,East,Corporate,Small Business,Home Appliances,Refrigerator,14,115.58,19.1,1309.05,844.83,464.22,35.46,Cash,Salesperson 08
ORD-00463,2023-09-23,West,Corporate,Consumer,Clothing,Jacket,2,93.74,0.0,187.47,139.02,48.45,25.84,Cash,Salesperson 10
ORD-01769,2023-09-23,South,Corporate,Small Business,Electronics,Smartphone,7,318.19,4.4,2129.32,1331.1,798.22,37.49,Cash,Salesperson 15
ORD-03314,2023-09-23,East,Corporate,Small Business,Office Supplies,Pen Set,8,82.76,15.2,561.42,366.57,194.85,34.71,Cash,Salesperson 08
ORD-08303,2023-09-23,East,Corporate,Consumer,Office Supplies,Stapler,14,20.38,7.7,263.38,150.49,112.88,42.86,Bank Transfer,Salesperson 07
ORD-03480,2023-09-23,East,Corporate,Consumer,Office Supplies,Marker,9,38.2,3.1,333.11,186.37,146.74,44.05,Mobile Money,Salesperson 08
ORD-02999,2023-09-24,South,Wholesale,Government,Furniture,Sofa,15,549.44,11.4,7302.11,5950.68,1351.43,18.51,Bank Transfer,Salesperson 02
ORD-06492,2023-09-24,West,Online,Government,Furniture,Filing Cabinet,4,356.34,18.1,1167.36,879.07,288.29,24.7,Mobile Money,Salesperson 07
ORD-03010,2023-09-24,North,Retail Store,Government,Office Supplies,Marker,10,121.38,23.2,932.22,555.79,376.43,40.38,Mobile Money,Salesperson 15
ORD-00752,2023-09-24,North,Retail Store,Consumer,Home Appliances,Air Conditioner,7,879.48,17.5,5079.01,3680.63,1398.38,27.53,Card,Salesperson 03
ORD-09134,2023-09-24,North,Wholesale,Corporate,Electronics,Smartphone,1,1645.09,22.3,1278.23,897.74,380.49,29.77,Mobile Money,Salesperson 14
ORD-06125,2023-09-24,South,Wholesale,Government,Furniture,Sofa,2,553.45,4.2,1060.41,780.69,279.71,26.38,Card,Salesperson 04
ORD-07349,2023-09-24,East,Retail Store,Corporate,Home Appliances,Air Conditioner,4,1058.35,16.4,3539.12,2690.71,848.41,23.97,Card,Salesperson 18
ORD-06563,2023-09-24,East,Corporate,Corporate,Furniture,Bookshelf,12,661.95,3.9,7633.65,5121.25,2512.4,32.91,Cash,Salesperson 09
ORD-00343,2023-09-24,South,Wholesale,Government,Office Supplies,Notebook,12,8.79,5.2,100.03,59.84,40.18,40.17,Bank Transfer,Salesperson 10
ORD-04544,2023-09-24,East,Retail Store,Corporate,Clothing,Jacket,2,307.59,2.0,602.88,377.12,225.75,37.45,Cash,Salesperson 09
ORD-05958,2023-09-24,East,Retail Store,Small Business,Office Supplies,Stapler,15,84.98,11.1,1133.22,813.35,319.87,28.23,Cash,Salesperson 19
ORD-02789,2023-09-24,North,Corporate,Small Business,Office Supplies,Notebook,7,146.51,9.8,925.09,558.62,366.47,39.61,Bank Transfer,Salesperson 06
ORD-03104,2023-09-25,East,Corporate,Small Business,Clothing,Dress,9,102.2,11.3,815.88,514.55,301.33,36.93,Bank Transfer,Salesperson 04
ORD-08580,2023-09-25,West,Online,Government,Clothing,Dress,12,298.3,14.7,3053.4,2146.89,906.5,29.69,Card,Salesperson 08
ORD-00554,2023-09-25,West,Wholesale,Corporate,Clothing,Dress,10,157.94,11.5,1397.75,1036.68,361.07,25.83,Card,Salesperson 11
ORD-04840,2023-09-25,North,Corporate,Consumer,Electronics,Headphones,8,969.84,3.3,7502.66,5750.91,1751.75,23.35,Bank Transfer,Salesperson 05
ORD-03016,2023-09-25,West,Retail Store,Corporate,Office Supplies,Printer Paper,4,116.48,0.7,462.68,274.63,188.05,40.64,Mobile Money,Salesperson 12
ORD-09537,2023-09-25,West,Retail Store,Corporate,Home Appliances,Blender,7,1240.76,10.5,7773.33,5537.52,2235.81,28.76,Cash,Salesperson 12
ORD-03405,2023-09-25,South,Wholesale,Government,Electronics,Headphones,6,1357.12,21.5,6392.03,4861.27,1530.76,23.95,Card,Salesperson 12
ORD-01607,2023-09-25,East,Retail Store,Small Business,Electronics,Smartphone,7,802.8,22.7,4343.98,3155.25,1188.73,27.37,Bank Transfer,Salesperson 03
ORD-05390,2023-09-25,South,Online,Small Business,Home Appliances,Air Conditioner,2,228.56,21.7,357.93,243.15,114.78,32.07,Cash,Salesperson 14
ORD-04722,2023-09-25,West,Retail Store,Small Business,Office Supplies,Printer Paper,13,122.95,19.1,1293.03,905.79,387.24,29.95,Cash,Salesperson 13
ORD-01841,2023-09-26,West,Online,Small Business,Home Appliances,Air Conditioner,11,611.59,2.6,6552.6,5230.6,1322.0,20.18,Cash,Salesperson 15
ORD-08040,2023-09-26,East,Wholesale,Government,Home Appliances,Blender,8,365.99,1.9,2872.31,2020.84,851.47,29.64,Cash,Salesperson 08
ORD-07702,2023-09-26,North,Online,Government,Office Supplies,Notebook,5,124.56,13.0,541.82,395.76,146.06,26.96,Mobile Money,Salesperson 01
ORD-02592,2023-09-26,West,Retail Store,Corporate,Furniture,Desk,8,211.54,10.6,1512.95,1000.25,512.7,33.89,Card,Salesperson 20
ORD-04450,2023-09-26,East,Corporate,Corporate,Furniture,Office Chair,15,756.35,7.3,10517.09,8461.27,2055.82,19.55,Bank Transfer,Salesperson 10
ORD-06389,2023-09-26,North,Corporate,Small Business,Clothing,Trousers,7,346.95,0.6,2414.08,1433.69,980.39,40.61,Mobile Money,Salesperson 19
ORD-03966,2023-09-26,North,Retail Store,Corporate,Clothing,Sneakers,4,145.28,21.1,458.52,318.9,139.62,30.45,Cash,Salesperson 09
ORD-04221,2023-09-26,North,Corporate,Government,Furniture,Desk,1,217.28,10.8,193.82,119.61,74.2,38.28,Bank Transfer,Salesperson 17
ORD-08661,2023-09-26,West,Online,Government,Furniture,Office Chair,9,802.41,18.4,5892.87,4539.19,1353.69,22.97,Bank Transfer,Salesperson 02
ORD-05708,2023-09-26,South,Retail Store,Consumer,Clothing,Trousers,6,96.5,12.4,507.2,392.4,114.8,22.63,Mobile Money,Salesperson 03
ORD-06517,2023-09-26,West,Corporate,Consumer,Home Appliances,Blender,4,583.42,11.1,2074.64,1161.42,913.21,44.02,Card,Salesperson 06
ORD-04888,2023-09-27,West,Online,Consumer,Clothing,Trousers,3,273.29,1.9,804.3,510.56,293.74,36.52,Bank Transfer,Salesperson 10
ORD-05412,2023-09-27,East,Corporate,Corporate,Furniture,Desk,3,567.59,13.8,1467.8,1011.95,455.85,31.06,Mobile Money,Salesperson 05
ORD-02802,2023-09-27,East,Wholesale,Consumer,Clothing,Trousers,2,67.83,11.4,120.2,68.33,51.86,43.15,Cash,Salesperson 17
ORD-05999,2023-09-27,East,Wholesale,Government,Office Supplies,Marker,7,101.31,3.9,681.49,517.34,164.15,24.09,Cash,Salesperson 10
ORD-04771,2023-09-27,North,Wholesale,Consumer,Electronics,Tablet,15,1447.72,19.2,17546.41,11519.41,6027.0,34.35,Cash,Salesperson 07
ORD-06227,2023-09-27,North,Online,Consumer,Home Appliances,Blender,13,1016.56,24.0,10043.58,6613.89,3429.69,34.15,Cash,Salesperson 02
ORD-03203,2023-09-27,East,Wholesale,Corporate,Office Supplies,Printer Paper,10,19.55,22.6,151.34,83.92,67.42,44.55,Bank Transfer,Salesperson 14
ORD-06945,2023-09-27,South,Wholesale,Corporate,Office Supplies,Stapler,10,12.69,15.4,107.37,74.33,33.04,30.77,Mobile Money,Salesperson 08
ORD-09240,2023-09-28,North,Wholesale,Consumer,Electronics,Headphones,1,1107.04,11.5,979.73,560.94,418.79,42.75,Mobile Money,Salesperson 05
ORD-02573,2023-09-28,West,Wholesale,Consumer,Electronics,Headphones,10,978.33,15.0,8315.81,6278.64,2037.18,24.5,Card,Salesperson 01
ORD-07864,2023-09-28,East,Wholesale,Consumer,Furniture,Filing Cabinet,12,53.21,8.4,584.87,475.28,109.59,18.74,Card,Salesperson 18
ORD-06793,2023-09-28,West,Wholesale,Small Business,Furniture,Filing Cabinet,4,335.97,24.6,1013.3,667.13,346.17,34.16,Card,Salesperson 18
ORD-09622,2023-09-28,North,Wholesale,Small Business,Office Supplies,Stapler,14,87.49,22.4,950.5,742.97,207.53,21.83,Mobile Money,Salesperson 14
ORD-08787,2023-09-28,South,Wholesale,Corporate,Office Supplies,Pen Set,7,17.11,6.8,111.62,74.94,36.68,32.86,Bank Transfer,Salesperson 01
ORD-02905,2023-09-28,East,Corporate,Consumer,Electronics,Laptop,3,274.0,0.1,821.19,484.83,336.35,40.96,Bank Transfer,Salesperson 05
ORD-07046,2023-09-29,North,Retail Store,Small Business,Clothing,Jacket,2,98.68,15.6,166.57,114.19,52.38,31.45,Mobile Money,Salesperson 15
ORD-04367,2023-09-29,East,Wholesale,Government,Home Appliances,Air Conditioner,13,574.64,5.4,7066.96,4062.3,3004.66,42.52,Mobile Money,Salesperson 18
ORD-09919,2023-09-29,South,Online,Consumer,Furniture,Filing Cabinet,13,153.2,24.6,1501.67,865.11,636.56,42.39,Card,Salesperson 06
ORD-03265,2023-09-29,West,Corporate,Government,Furniture,Bookshelf,8,378.46,12.6,2646.21,1952.4,693.81,26.22,Mobile Money,Salesperson 14
ORD-01277,2023-09-29,South,Corporate,Consumer,Electronics,Headphones,13,1077.44,24.5,10575.06,7213.04,3362.02,31.79,Bank Transfer,Salesperson 10
ORD-09768,2023-09-29,South,Retail Store,Small Business,Office Supplies,Stapler,6,6.95,4.4,39.87,23.15,16.72,41.93,Mobile Money,Salesperson 03
ORD-09262,2023-09-29,North,Corporate,Corporate,Office Supplies,Printer Paper,10,44.69,16.0,375.42,285.29,90.13,24.01,Cash,Salesperson 10
ORD-03381,2023-09-30,North,Wholesale,Consumer,Home Appliances,Refrigerator,12,278.24,10.0,3004.95,1969.31,1035.64,34.46,Mobile Money,Salesperson 19
ORD-02157,2023-09-30,North,Retail Store,Small Business,Clothing,Shirt,4,275.78,4.0,1059.0,653.44,405.56,38.3,Card,Salesperson 14
ORD-05354,2023-09-30,West,Corporate,Corporate,Electronics,Tablet,3,1035.76,17.4,2566.61,1921.8,644.81,25.12,Card,Salesperson 18
ORD-07482,2023-09-30,South,Online,Small Business,Clothing,Sneakers,7,244.16,8.7,1560.46,1219.34,341.12,21.86,Cash,Salesperson 20
ORD-02265,2023-09-30,East,Corporate,Small Business,Office Supplies,Stapler,3,138.36,10.7,370.65,286.43,84.22,22.72,Bank Transfer,Salesperson 06
ORD-09797,2023-09-30,West,Online,Consumer,Home Appliances,Refrigerator,12,270.1,8.6,2962.46,1711.82,1250.64,42.22,Mobile Money,Salesperson 20
ORD-04446,2023-09-30,West,Wholesale,Small Business,Clothing,Sneakers,4,283.69,0.9,1124.54,654.85,469.69,41.77,Cash,Salesperson 02
ORD-01174,2023-09-30,North,Retail Store,Corporate,Furniture,Desk,6,640.6,7.4,3559.18,2772.18,787.01,22.11,Bank Transfer,Salesperson 14
ORD-03180,2023-10-01,North,Wholesale,Corporate,Electronics,Monitor,13,406.52,13.9,4550.21,3340.93,1209.28,26.58,Bank Transfer,Salesperson 08
ORD-03284,2023-10-01,West,Online,Corporate,Home Appliances,Microwave,1,644.37,18.6,524.52,319.43,205.09,39.1,Bank Transfer,Salesperson 17
ORD-00872,2023-10-01,North,Online,Government,Home Appliances,Blender,7,485.68,9.0,3093.76,2388.12,705.64,22.81,Cash,Salesperson 11
ORD-01245,2023-10-01,East,Corporate,Small Business,Electronics,Headphones,3,977.52,2.0,2873.9,2273.24,600.67,20.9,Bank Transfer,Salesperson 15
ORD-02250,2023-10-01,West,Wholesale,Corporate,Electronics,Smartphone,10,358.57,19.0,2904.39,1867.99,1036.4,35.68,Card,Salesperson 15
ORD-00054,2023-10-01,West,Wholesale,Corporate,Clothing,Shirt,12,83.14,19.1,807.14,629.35,177.79,22.03,Bank Transfer,Salesperson 17
ORD-05323,2023-10-01,East,Wholesale,Government,Home Appliances,Refrigerator,7,1211.78,0.7,8423.08,5350.9,3072.18,36.47,Bank Transfer,Salesperson 02
ORD-02333,2023-10-01,South,Online,Small Business,Home Appliances,Air Conditioner,15,1217.3,11.0,16250.93,12098.08,4152.85,25.55,Card,Salesperson 15
ORD-06165,2023-10-01,North,Corporate,Small Business,Furniture,Sofa,8,364.5,13.0,2536.95,1559.47,977.48,38.53,Cash,Salesperson 02
ORD-09220,2023-10-01,East,Retail Store,Consumer,Electronics,Monitor,13,974.26,3.4,12234.7,9077.05,3157.66,25.81,Mobile Money,Salesperson 07
ORD-02444,2023-10-01,East,Corporate,Corporate,Office Supplies,Stapler,14,145.91,20.9,1615.82,1014.32,601.5,37.23,Card,Salesperson 18
ORD-07332,2023-10-01,South,Retail Store,Corporate,Home Appliances,Fan,14,54.43,16.3,637.77,512.43,125.34,19.65,Bank Transfer,Salesperson 16
ORD-04142,2023-10-02,East,Retail Store,Small Business,Clothing,Shirt,15,149.71,24.4,1697.76,1019.91,677.84,39.93,Card,Salesperson 03
ORD-08717,2023-10-02,East,Online,Consumer,Home Appliances,Blender,13,308.23,0.3,3994.94,2583.46,1411.48,35.33,Mobile Money,Salesperson 05
ORD-01018,2023-10-02,North,Online,Consumer,Clothing,Trousers,5,239.73,8.4,1097.97,820.12,277.84,25.31,Mobile Money,Salesperson 02
ORD-09331,2023-10-02,West,Corporate,Small Business,Furniture,Sofa,11,192.49,16.6,1765.93,1424.76,341.17,19.32,Mobile Money,Salesperson 20
ORD-07867,2023-10-02,East,Retail Store,Corporate,Clothing,Trousers,4,110.47,11.5,391.06,293.45,97.6,24.96,Card,Salesperson 15
ORD-00251,2023-10-02,North,Wholesale,Corporate,Electronics,Smartphone,2,1105.84,13.4,1915.32,1075.02,840.3,43.87,Cash,Salesperson 11
ORD-02828,2023-10-02,West,Retail Store,Corporate,Furniture,Filing Cabinet,4,525.32,3.5,2027.74,1312.69,715.06,35.26,Bank Transfer,Salesperson 04
ORD-01082,2023-10-03,East,Corporate,Consumer,Office Supplies,Pen Set,8,13.92,11.9,98.08,55.09,42.99,43.83,Bank Transfer,Salesperson 07
ORD-02649,2023-10-03,East,Online,Government,Clothing,Jacket,3,221.18,11.3,588.57,414.33,174.23,29.6,Cash,Salesperson 14
ORD-01655,2023-10-03,West,Retail Store,Small Business,Home Appliances,Refrigerator,11,442.75,21.0,3847.54,3140.83,706.71,18.37,Cash,Salesperson 17
ORD-07004,2023-10-03,South,Online,Consumer,Electronics,Laptop,3,83.27,10.0,224.84,176.49,48.34,21.5,Bank Transfer,Salesperson 10
ORD-02506,2023-10-03,West,Retail Store,Small Business,Furniture,Bookshelf,6,220.23,18.1,1082.2,626.88,455.32,42.07,Bank Transfer,Salesperson 16
ORD-07493,2023-10-03,East,Online,Small Business,Office Supplies,Notebook,13,132.76,12.3,1513.56,1160.75,352.81,23.31,Mobile Money,Salesperson 10
ORD-09615,2023-10-03,West,Online,Small Business,Home Appliances,Fan,9,85.72,3.3,745.99,515.4,230.6,30.91,Bank Transfer,Salesperson 02
ORD-09625,2023-10-04,East,Retail Store,Corporate,Office Supplies,Printer Paper,4,82.07,13.5,283.98,181.28,102.7,36.16,Cash,Salesperson 08
ORD-06494,2023-10-04,North,Online,Small Business,Clothing,Trousers,10,288.23,9.9,2596.95,1501.44,1095.51,42.18,Mobile Money,Salesperson 19
ORD-04192,2023-10-04,North,Online,Corporate,Home Appliances,Blender,1,603.79,23.1,464.32,281.65,182.67,39.34,Mobile Money,Salesperson 06
ORD-02921,2023-10-04,South,Wholesale,Government,Office Supplies,Stapler,13,140.64,4.2,1751.53,1354.16,397.37,22.69,Mobile Money,Salesperson 18
ORD-07626,2023-10-04,South,Corporate,Small Business,Office Supplies,Marker,5,12.83,6.0,60.3,47.94,12.37,20.51,Card,Salesperson 16
ORD-02360,2023-10-04,West,Online,Small Business,Furniture,Office Chair,2,451.53,7.8,832.63,588.64,243.99,29.3,Mobile Money,Salesperson 06
ORD-07321,2023-10-04,East,Retail Store,Government,Office Supplies,Marker,5,146.09,24.7,550.04,343.72,206.32,37.51,Mobile Money,Salesperson 16
ORD-03472,2023-10-04,West,Wholesale,Consumer,Home Appliances,Fan,2,996.1,0.0,1992.2,1529.39,462.81,23.23,Cash,Salesperson 04
ORD-05889,2023-10-04,South,Online,Small Business,Clothing,Shirt,4,27.39,21.0,86.55,51.26,35.29,40.77,Mobile Money,Salesperson 16
ORD-08599,2023-10-04,West,Online,Government,Electronics,Monitor,15,1058.06,7.6,14664.68,10226.72,4437.97,30.26,Bank Transfer,Salesperson 06
ORD-09778,2023-10-04,North,Corporate,Corporate,Office Supplies,Stapler,10,108.82,0.8,1079.49,693.6,385.89,35.75,Bank Transfer,Salesperson 10
ORD-09151,2023-10-05,West,Online,Consumer,Electronics,Tablet,2,570.61,7.5,1055.63,837.94,217.69,20.62,Bank Transfer,Salesperson 16
ORD-05340,2023-10-05,North,Corporate,Government,Home Appliances,Refrigerator,15,1298.06,16.4,16277.68,12792.85,3484.83,21.41,Card,Salesperson 09
ORD-06187,2023-10-05,North,Wholesale,Government,Electronics,Smartphone,12,955.38,23.9,8724.57,6922.8,1801.77,20.65,Cash,Salesperson 02
ORD-06103,2023-10-05,South,Corporate,Government,Furniture,Desk,11,337.96,12.4,3256.54,2369.12,887.42,27.25,Cash,Salesperson 11
ORD-00711,2023-10-05,North,Retail Store,Corporate,Clothing,Sneakers,5,184.43,11.8,813.33,585.25,228.08,28.04,Cash,Salesperson 07
ORD-08878,2023-10-05,South,Wholesale,Small Business,Home Appliances,Microwave,2,83.07,20.1,132.74,108.13,24.61,18.54,Cash,Salesperson 10
ORD-03126,2023-10-05,South,Wholesale,Small Business,Furniture,Bookshelf,3,249.87,4.3,717.38,493.74,223.64,31.17,Mobile Money,Salesperson 17
ORD-09230,2023-10-05,North,Wholesale,Government,Furniture,Filing Cabinet,6,821.25,22.8,3804.01,2442.79,1361.22,35.78,Card,Salesperson 13
ORD-01824,2023-10-05,East,Retail Store,Corporate,Clothing,Trousers,8,324.25,7.5,2399.45,1963.88,435.57,18.15,Card,Salesperson 06
ORD-03109,2023-10-05,East,Corporate,Small Business,Home Appliances,Fan,5,856.69,19.6,3443.91,2050.37,1393.54,40.46,Bank Transfer,Salesperson 20
ORD-01718,2023-10-05,West,Online,Consumer,Office Supplies,Notebook,5,35.62,23.0,137.15,102.03,35.12,25.61,Cash,Salesperson 15
ORD-02777,2023-10-05,East,Wholesale,Corporate,Office Supplies,Stapler,13,41.4,4.8,512.37,293.45,218.92,42.73,Card,Salesperson 16
ORD-00831,2023-10-05,East,Corporate,Corporate,Home Appliances,Refrigerator,8,353.48,5.8,2663.8,1938.93,724.87,27.21,Card,Salesperson 19
ORD-09450,2023-10-05,West,Wholesale,Consumer,Electronics,Headphones,13,1124.87,17.5,12064.28,8760.9,3303.38,27.38,Cash,Salesperson 05
ORD-07847,2023-10-06,West,Wholesale,Small Business,Electronics,Tablet,6,682.92,4.0,3933.61,2355.96,1577.65,40.11,Mobile Money,Salesperson 18
ORD-07783,2023-10-06,West,Online,Small Business,Office Supplies,Printer Paper,12,122.34,22.7,1134.79,916.69,218.1,19.22,Card,Salesperson 02
